source	target	weight	type
Mājid b. al-Naḥḥāl 4451	Zayn al-Dīn Faraj 4452	20	parent of
Ḥusayn b. Qalāwūn 4453	al-ʾAshraf Shaʿbān 994	20	parent of
Manjak 4454	Muḥammad b. Manjak 161	10	relative of
Muḥammad al-ʾAqṣarāʾī 4455	Yaḥya b. al-ʾAqṣarāʾī 1417	20	parent of
Bint Zayn al-Dīn ʿUmar al-Basṭāmī 4456	Ṣadr al-Dīn al-Munāwī 2561	20	parent of
ʿAbd al-ʿAzīz b. Jamāʿa 4457	Ṣadr al-Dīn al-Munāwī 2561	20	parent of
Najm al-Dīn b. al-Shahīd 4458	Fatḥ al-Dīn b. al-Shahīd 3155	15	sibling of
Kubaysh 4459	Muḥammad b. ʾAḥmad b. ʿAjlān 2336	1	uncle of
Najm al-Dīn ʿAbd al-Laṭīf 4460	Taqī al-Dīn al-Fāsī 683	15	sibling of
wālida Taqī al-Dīn al-Fāsī 4461	Taqī al-Dīn al-Fāsī 683	20	parent of
Muḥibb al-Dīn al-Nuwayrī 4462	Taqī al-Dīn al-Fāsī 683	1	uncle of
ʿAbd al-Raḥmān al-Fāsī 4463	Taqī al-Dīn al-Fāsī 683	10	relative of
ʾikhwat Muḥammad Kirishjī  4465	Muḥammad Kirishjī  337	15	sibling of
Thaqaba 4466	ʿAjlān b. Rumaytha 4364	15	sibling of
Thaqaba 4466	Sanad b. Rumaytha 4408	15	sibling of
Thaqaba 4466	ʾAḥmad b. ʿAjlān 2800	1	uncle of
Muḥammad b. ʿAṭīfa 4467	ʿAjlān 2994	10	relative of
Muḥammad b. ʿAṭīfa 4467	Sanad b. Rumaytha 4408	10	relative of
Muḥammad b. ʿAjlān 4468	ʿAlī b. ʿAjlān al-Ḥasanī 4143	15	sibling of
Muḥammad b. ʿAjlān 4468	Ḥasan b. ʿAjlān al-Ḥasanī 334	15	sibling of
Muḥammad b. ʿAjlān 4468	ʾAḥmad b. ʿAjlān 2800	15	sibling of
Muḥammad b. ʿAjlān 4468	Mughāmis b. Rumaytha 4407	5	nephew of
Muḥammad b. ʿAjlān 4468	Muḥammad b. ʾAḥmad b. ʿAjlān 2336	1	uncle of
Muḥammad b. ʿAjlān 4468	Zayn al-Dīn ʿInān b. Mughāmis 2338	10	relative of
Muḥammad b. ʿAjlān 4468	ʾAḥmad b. Thaqaba 4469	10	relative of
ʾAḥmad b. Thaqaba 4469	ʿAlī b. ʾAḥmad b. Thaqaba 4699	20	parent of
ʾAḥmad b. Thaqaba 4469	ʾawlād ʾAḥmad b. Thaqaba 4700	20	parent of
ʾAḥmad b. Thaqaba 4469	banāt ʾAḥmad b. Thaqaba 4701	20	parent of
ʾAḥmad b. Thaqaba 4469	Ḥasan b. Thaqaba 4470	15	sibling of
ʾAḥmad b. Thaqaba 4469	Fāṭima bt. Thaqaba 4471	15	sibling of
ʾAḥmad b. Thaqaba 4469	ʿAjlān b. Rumaytha 4364	5	nephew of
ʾAḥmad b. Thaqaba 4469	Muḥammad b. ʾAḥmad b. ʿAjlān 2336	1	uncle of
ʾAḥmad b. Thaqaba 4469	ʾAḥmad b. ʿAjlān 2800	10	relative of
ʾAḥmad b. Thaqaba 4469	Zayn al-Dīn ʿInān b. Mughāmis 2338	10	relative of
ʾAḥmad b. Thaqaba 4469	Muḥammad b. ʿAjlān 4468	10	relative of
Ḥasan b. Thaqaba 4470	ʾAḥmad b. Thaqaba 4469	15	sibling of
Ḥasan b. Thaqaba 4470	Fāṭima bt. Thaqaba 4471	15	sibling of
Ḥasan b. Thaqaba 4470	Muḥammad b. ʾAḥmad b. ʿAjlān 2336	1	uncle of
Fāṭima bt. Thaqaba 4471	Muḥammad b. ʾAḥmad b. ʿAjlān 2336	20	parent of
Fāṭima bt. Thaqaba 4471	Ḥasan b. Thaqaba 4470	15	sibling of
Fāṭima bt. Thaqaba 4471	ʾAḥmad b. Thaqaba 4469	15	sibling of
Muḥibb al-Dīn al-Nuwayrī 4475	ʿIzz al-Dīn al-Nuwayrī 4474	20	parent of
ʾAḥmad b. al-ʿAṭṭār 4478	Nāṣir al-Dīn b. al-ʿAttār 1222	20	parent of
ʾAḥmad b. al-ʿAṭṭār 4478	Yaḥyā b. al-ʿAṭṭār 2239	20	parent of
Muḥammad b. al-Ṭūlūnī 4482	ʾUkht Muḥammad b. al-Ṭūlūnī 4483	15	sibling of
ʾUkht Muḥammad b. al-Ṭūlūnī 4483	Muḥammad b. al-Ṭūlūnī 4482	15	sibling of
Shihāb al-Dīn ʾAḥmad 4484	Muḥammad b. al-Ṭūlūnī 4482	20	parent of
Shams al-Dīn al-ʾAdhraʿī 4485	al-Shaykha Maryam 4486	15	sibling of
al-Shaykha Maryam 4486	Shams al-Dīn al-ʾAdhraʿī 4485	15	sibling of
ʾĀqbughā ʾĀṣ 4491	Muḥammad b. ʾĀqbughā ʾĀṣ 1739	20	parent of
Qarājā bt. ʾArghūn Shāh 4495	al-Nāṣirī Muḥammad 81	20	parent of
al-Malik al-Manṣūr Muḥammad 4496	Bint al-Malik al-Manṣūr Muḥammad 4497	20	parent of
al-Malik al-Manṣūr Muḥammad 4496	ʾAwlād al-Malik al-Manṣūr Muḥammad 4498	20	parent of
al-Malik al-Manṣūr Muḥammad 4496	al-Nāṣir Ḥasan 613	5	nephew of
al-Malik al-Manṣūr Muḥammad 4496	al-ʾAshraf Shaʿbān 994	10	relative of
Badr al-Dīn al-Burjī 4500	Bahāʾ al-Dīn al-Burjī 3258	20	parent of
Saʿd al-Dīn b. al-Baqrī 4510	Tāj al-Dīn b. Naṣr Allāh al-Baqrī 4613	20	parent of
Saʿīd 4513	Shams al-Dīn Suwaydān 3634	20	parent of
Shihāb al-Dīn b. Maylaq 4516	Nāṣir al-Dīn b. bint al-Maylaq 2791	10	relative of
ʿAbd al-Dāʾim b. Mūsā 4517	Shams al-Dīn al-Barmāwī 1204	20	parent of
ʿayāl Tāj al-Dīn al-Bulqīnī 4518	Tāj al-Dīn Muḥammad al-Bulqīnī 3163	10	relative of
Shams al-Dīn al-ʿUmrī 4520	Nāṣir al-Dīn Muḥammad 4521	20	parent of
Nāṣir al-Dīn b. al-Furāt 4526	ʿAbd al-Raḥīm b. al-Furāt 1186	20	parent of
Nūr al-Dīn ʿAlī al-Qāyātī 4531	Shams al-Dīn al-Qāyātī al-Shāfiʿī 836	20	parent of
ʿAlāʾ al-Dīn ʿAlī 4534	Badr al-Dīn b. Faḍl Allāh 2486	20	parent of
ʿIzz al-Dīn Ḥamza 4535	Badr al-Dīn b. Faḍl Allāh 2486	15	sibling of
ʿAlī 4538	Muḥammad b. ʿAlī b. Shaʿbān 3888	20	parent of
ʿAlī 4538	ʾAbū Bakr 4539	20	parent of
ʾAbū Bakr 4539	Muḥammad b. ʿAlī b. Shaʿbān 3888	15	sibling of
ʾUmm Muḥammad b. al-Ṭāzī 4545	Muḥammad b. al-Ṭāzī 2005	20	parent of
ʾAkhwāl Nāṣir al-Dīn b. al-Bārizī 4546	Nāṣir al-Dīn b. al-Bārizī 71	1	uncle of
Muḥammad b. al-Jazarī 4562	Shams al-Dīn b. al-Jazarī 1247	20	parent of
Muḥammad ʾAbū Nāṣir al-Dīn al-Ḥalabī 4564	Nāṣir al-Dīn al-Ḥalabī 4563	20	parent of
Kamāl al-Dīn b. Ẓuhayra 4566	ʾawlād Kamāl al-Dīn b. Ẓuhayra 4567	20	parent of
Najm al-Dīn b. Fahd 4568	Najm al-Dīn al-ʾAṣfūnī 4569	10	relative of
Najm al-Dīn al-ʾAṣfūnī 4569	Najm al-Dīn b. Fahd 4568	10	relative of
Muḥammad b. Maḥmūd 4570	ʾAḥmad b. Ḥasan b. ʿAjlān 1598	5	nephew of
Shams al-Dīn b. ʾAkhī Jār Allāh 4571	Jalāl al-Dīn Jār Allāh  4572	5	nephew of
Jalāl al-Dīn Jār Allāh  4572	Shams al-Dīn b. ʾAkhī Jār Allāh 4571	1	uncle of
Kamāl al-Dīn al-Damīrī 4575	ʾawlād Kamāl al-Dīn al-Damīrī 4576	20	parent of
Shihāb al-Dīn ʾAḥmad b. Ẓuhayr 4580	Maḥmūd al-Hamdhānī 4579	20	parent of
Mīrzāh b. ʾAkhī Qarā Yūsuf 4582	Shāh Muḥammad b. Qarā Yūsuf 341	10	relative of
Muḥammad al-Ghumārī 4583	ʾawlād Muḥammad al-Ghumārī 4584	20	parent of
Ghayāth al-Dīn ʾIbrāhīm 4594	Ṣadr al-Dīn al-Ḥusaynī 4593	20	parent of
Qumārī 4600	Mūsā b. Qumārī 1769	20	parent of
Mūsā b. Jumaʿa 4601	Shihāb al-Dīn ʾAḥmad 4607	5	nephew of
ʾIkhwa Sharaf al-Dīn al-ʾAnṣārī 4602	Sharaf al-Dīn al-ʾAnṣārī 1054	15	sibling of
ʾAbū Sharaf al-Dīn al-ʾAnṣārī 4603	Sharaf al-Dīn al-ʾAnṣārī 1054	20	parent of
Shihāb al-Dīn ʾAḥmad 4607	Mūsā b. Jumaʿa 4601	1	uncle of
Burhān al-Dīn ʾIbrāhīm al-Ḥanbalī 4608	Muwaffaq al-Dīn ʾAḥmad al-Ḥanbalī 4609	15	sibling of
Muwaffaq al-Dīn ʾAḥmad al-Ḥanbalī 4609	Burhān al-Dīn ʾIbrāhīm al-Ḥanbalī 4608	15	sibling of
Muwaffaq al-Dīn ʾAḥmad al-Ḥanbalī 4609	Muwaffaq al-Dīn ʿAbd Allāh al-Ḥanbalī 4611	10	relative of
ʾUmm Muwaffaq al-Dīn ʾAḥmad 4610	Muwaffaq al-Dīn ʾAḥmad al-Ḥanbalī 4609	20	parent of
Muwaffaq al-Dīn ʿAbd Allāh al-Ḥanbalī 4611	ʾUmm Muwaffaq al-Dīn ʾAḥmad 4610	20	parent of
Muwaffaq al-Dīn ʿAbd Allāh al-Ḥanbalī 4611	Muwaffaq al-Dīn ʾAḥmad al-Ḥanbalī 4609	10	relative of
ʾumm Yaḥyā b. al-ʿAṭṭār 4618	Yaḥyā b. al-ʿAṭṭār 2239	20	parent of
ʾaqārib Yaḥyā b. al-Mustaʿīn bi-llāh\ 4619	Yaḥyā b. al-Mustaʿīn bi-llāh 4155	10	relative of
ʾaʿmām Yaḥyā b. al-Mustaʿīn bi-llāh\ 4620	Yaḥyā b. al-Mustaʿīn bi-llāh 4155	1	uncle of
Saʿd al-Dīn Muḥammad 4621	Sharaf al-Dīn Yaḥyā al-Munāwī 1396	20	parent of
Ibnat ʾukht Sharaf al-Dīn Yaḥyā 4622	Sharaf al-Dīn Yaḥyā al-Munāwī 1396	10	relative of
Shams al-Dīn al-Kirmānī 4623	Taqī al-Dīn Yaḥyā al-Kirmānī 4624	20	parent of
Taqī al-Dīn Yaḥyā al-Kirmānī 4624	ʾAkhū Taqī al-Dīn al-Kirmānī 4625	15	sibling of
ʾAkhū Taqī al-Dīn al-Kirmānī 4625	Taqī al-Dīn Yaḥyā al-Kirmānī 4624	15	sibling of
ʾikhwat Niẓām al-Dīn Yaḥyā al-Sīrāmī 4626	Niẓām al-Dīn Yaḥyā al-Sīrāmī 4304	15	sibling of
ʾUmm Faraj b. ʾUzdamur 4631	Faraj b. ʾUzdamur 4630	20	parent of
ʾUmm Yashbak ʾĀnālī 4634	Yashbak ʾĀnālī 942	20	parent of
ʾAḥmad b. Muḥammad al-Bīrī 4644	Jamāl al-Dīn Yūsuf al-ʾUstādār 239	20	parent of
ʾUkht Shams al-Dīn ʿAbd Allāh b. Bahlūl 4645	Jamāl al-Dīn Yūsuf al-ʾUstādār 239	20	parent of
ʾUmm Yalkhujā min Māmish 4647	Yalkhujā min Māmish 652	20	parent of
ʾAbū Yalkhujā min Māmish 4648	Yalkhujā min Māmish 652	20	parent of
ʾahl Jamāl al-Dīn Yūsuf al-ʾUstādār 4649	Jamāl al-Dīn Yūsuf al-ʾUstādār 239	10	relative of
ʾaqārib Jamāl al-Dīn Yūsuf al-ʾUstādār 4650	Jamāl al-Dīn Yūsuf al-ʾUstādār 239	10	relative of
Jirjī al-Nawrūzī 4655	Yūnus al-Nawrūzī al-Dawādār 1705	10	relative of
Muḥammad b. al-Faqīh 4662	ʾAbu l-Khayr al-Naḥḥās 1168	20	parent of
ikhwat ʾAbu l-Khayr al-Naḥḥās 4665	ʾAbu l-Khayr al-Naḥḥās 1168	15	sibling of
Shams al-Dīn ʾAbī ʾImama  4669	ʾAbū Hurayra b. al-Naqqāsh 59	20	parent of
Murād b. ʾŪrakhān 4672	ʾAbū Yazīd b. Murād b. ʿUthmān 1248	20	parent of
Murād b. ʾŪrakhān 4672	Ṣawjī* 4673	20	parent of
Ṣawjī* 4673	ʾAbū Yazīd b. Murād b. ʿUthmān 1248	15	sibling of
Shams al-Dīn Muḥammad b. al-Labān* 4676	Burhān al-Dīn ʾIbrāhīm al-Maḥallī  3697	10	relative of
Duqmāq 4677	Ṣārim al-Dīn b. Duqmāq 2215	10	relative of
Jamāl al-Dīn b. al-ʿAdīm 4681	ʾaqārib Jamāl al-Dīn b. al-ʿAdīm 4682	10	relative of
ʾaqārib Jamāl al-Dīn b. al-ʿAdīm 4682	Jamāl al-Dīn b. al-ʿAdīm 4681	10	relative of
Majd al-Dīn ʾIsḥāq 4685	al-Shaykh ʾAslam 4684	20	parent of
al-Malik al-Ṣāliḥ ʾAḥmad b. ʾIskandar 4686	Muḥammad b. Aḥmad b. ʾIskandar 4689	20	parent of
al-Malik al-Ṣāliḥ ʾAḥmad b. ʾIskandar 4686	ʾAḥmad b. Aḥmad b. ʾIskandar 4690	20	parent of
al-Malik al-Ṣāliḥ ʾAḥmad b. ʾIskandar 4686	Maḥmūd b. Aḥmad b. ʾIskandar 4691	20	parent of
al-Malik al-Ṣāliḥ ʾAḥmad b. ʾIskandar 4686	ʿAlī b. Aḥmad b. ʾIskandar 4692	20	parent of
al-Malik al-Ṣāliḥ ʾAḥmad b. ʾIskandar 4686	al-Ẓāhir Majd al-Dīn ʿĪsā 2421	10	relative of
ʾAbu l-Faḍl ʿAbd al-Raḥmān b. Wafā 4693	ʾAbu l-Fataḥ Muḥammad b. Wafā 4705	15	sibling of
ʾAbu l-Faḍl ʿAbd al-Raḥmān b. Wafā 4693	ʾAbu l-Makārim ʾIbrāhīm 4718	15	sibling of
ʾAbu l-Faḍl ʿAbd al-Raḥmān b. Wafā 4693	ʾAbu l-Jūd Ḥasan b. Wafā 4719	15	sibling of
ʾAbu l-Faḍl ʿAbd al-Raḥmān b. Wafā 4693	ʾAbu l-Siyādāt Yaḥyā b. Wafā 3680	15	sibling of
Shihāb al-Dīn b. Ẓuhayra 4702	Jamāl al-Dīn b. Ẓuhayra 2363	1	uncle of
Shihāb al-Dīn b. Ẓuhayra 4702	ʾAḥmad b. Ẓuhayra 4706	10	relative of
ʾAḥmad b. Ẓuhayra 4704	Shihāb al-Dīn b. Ẓuhayra 4702	20	parent of
ʾAbu l-Fataḥ Muḥammad b. Wafā 4705	ʾAbu l-Faḍl ʿAbd al-Raḥmān b. Wafā 4693	15	sibling of
ʾAbu l-Fataḥ Muḥammad b. Wafā 4705	ʾAbu l-Makārim ʾIbrāhīm 4718	15	sibling of
ʾAbu l-Fataḥ Muḥammad b. Wafā 4705	ʾAbu l-Jūd Ḥasan b. Wafā 4719	15	sibling of
ʾAbu l-Fataḥ Muḥammad b. Wafā 4705	ʾAbu l-Siyādāt Yaḥyā b. Wafā 3680	15	sibling of
ʾAḥmad b. Ẓuhayra 4706	Shihāb al-Dīn b. Ẓuhayra 4702	10	relative of
al-Ḥājj ʿUmar 4711	ʾAḥmad b. Quṭayna 2379	20	parent of
ʾAbū ʾAḥmad b. Kundughdī 4713	ʾAḥmad b. Kundughdī 4712	20	parent of
Shihāb al-Dīn b. ʾAbi l-Baqāʾ 4714	Badr al-Dīn al-Subkī 4378	15	sibling of
ʾAbi l-Baqāʾ Muḥammad 4715	Shihāb al-Dīn b. ʾAbi l-Baqāʾ 4714	20	parent of
ʾAbu l-Faḍl Muḥammad 4717	Muḥibb al-Dīn al-Nuwayrī 4716	20	parent of
ʾAbu l-Makārim ʾIbrāhīm 4718	ʾAbu l-Faḍl ʿAbd al-Raḥmān b. Wafā 4693	15	sibling of
ʾAbu l-Makārim ʾIbrāhīm 4718	ʾAbu l-Fataḥ Muḥammad b. Wafā 4705	15	sibling of
ʾAbu l-Makārim ʾIbrāhīm 4718	ʾAbu l-Jūd Ḥasan b. Wafā 4719	15	sibling of
ʾAbu l-Makārim ʾIbrāhīm 4718	ʾAbu l-Siyādāt Yaḥyā b. Wafā 3680	15	sibling of
ʾAbu l-Jūd Ḥasan b. Wafā 4719	ʾAbu l-Fataḥ Muḥammad b. Wafā 4705	15	sibling of
ʾAbu l-Jūd Ḥasan b. Wafā 4719	ʾAbu l-Faḍl ʿAbd al-Raḥmān b. Wafā 4693	15	sibling of
ʾAbu l-Jūd Ḥasan b. Wafā 4719	ʾAbu l-Makārim ʾIbrāhīm 4718	15	sibling of
ʾAbu l-Jūd Ḥasan b. Wafā 4719	ʾAbu l-Siyādāt Yaḥyā b. Wafā 3680	15	sibling of
Nāṣir al-Dīn al-Tansī 4722	Muḥammad b. al-Tanasī 210	20	parent of
Nāṣir al-Dīn al-Tansī 4722	Shams al-Dīn Muḥammad al-Tansī 4723	10	relative of
Shams al-Dīn Muḥammad al-Tansī 4723	Nāṣir al-Dīn al-Tansī 4722	10	relative of
Jamāl al-Dīn Muḥammad 4724	Nāṣir al-Dīn al-Tansī 4722	20	parent of
ʾAbū Burhān al-Dīn ʾAḥmad 4725	Burhān al-Dīn ʾAḥmad 2349	20	parent of
ʾAbū Shihāb al-Dīn b. al-Burhān 4728	Shihāb al-Dīn b. al-Burhān 4726	20	parent of
