MATCH	URIS	TOPONYMS
بالغربة	GHURRABA_373E313N_S	الغربة
والسوارقية	SUWARIQIYYA_403E232N_S	السوارقية
نهرقرطوبة	NAHRQURTUBA_051W377N_W	نهر قرطوبة
وصيداء	SAYDA_353E335N_S	صيداء
لايجان	ABKHAN_483E408N_S	الأبخان
وبدرغان	DARGHAN_621E404N_S	درغان
لميمند	MIMAND_528E288N_S	ميمند
زرند	ZARAND_565E308N_S	زرند
وباليمامة	YAMAMA_467E240N_R	اليمامة
بسابرخست	SABURKHAST_461E369N_S	سابرخست
وبصفر	SAFR_416E208N_S	صفر
وكرجة	KARJA_481E324N_S	كرجة
لخيبر	KHAYBAR_392E257N_S	خيبر
لالقدس	BAYTMAQDIS_352E317N_S	بيت المقدس
وببحيرةالمنتنة	BUHAYRAMUNTINA_354E313N_W	بحيرة المنتنة
وبنهرجيحون	NAHRJAYHUN_630E393N_W,NAHRJAYHUN_684E370N_W	نهر جيحون : نهر جيحون
لجيرفت	JIRUFT_578E286N_S	جيرفت
المنهب	MANHAB_422E272N_R	المنهب
وبنهرهلبك	NAHRHULBUK_701E383N_W	نهر هلبك
ورذانة	WARDHANA_643E401N_S	ورذانة
بالشراك	SHIRAK_305E309N_R	الشراك
لالابخان	ABKHAN_483E408N_S	الأبخان
وبباذ	BADH_520E335N_S	باذ
وابار	ABAR_782E284N_S	أبار
سردوس	SARDUS_311E301N_S	سردوس
بغذاد	BAGHDAD_443E333N_S	بغداد
بالاعراء	ARA_355E280N_S	الأعراء
وانكث	WANKATH_708E409N_S	وانكث
وسكش	SAKSH_521E326N_S	سكش
سبيج	ISBIDH_599E299N_S	إسبيذ
والجابية	JABIYA_360E329N_S	الجابية
وجوبانن	JUBANAN_534E297N_S	جوبانن
بالنعمانية	NUMANIYYA_454E325N_S	النعمانية
خوجان	KHUJAN_584E369N_S	خوجان
بتلمسان	TILIMSAN_013W348N_S	تلمسان
لازم	AZAM_490E312N_S	أزم
وبالهان	ALHAN_440E148N_R	ألهان
لالميزن	MIJAN_577E284N_S	الميجن
ولهج	LAHJ_448E130N_S	لحج
بامقرا	BAMAQARA_393E377N_S	بامقرا
باليهوديتين	YAHUDIYYATAYN_177E307N_S	اليهوديتين
بدرتل	DARTAL_650E321N_S	درتل
وبالفاروث	FARUTH_465E318N_S	الفاروث
والدور	DUR_438E344N_S	الدور
وبكوميز	KUMIZ_572E277N_S	كوميز
لقنطرةاندامش	DIZ_484E329N_S	الدز
وقصرالشماس	QASRSHAMMAS_263E313N_S	قصر الشماس
بالفستجان	FUSTUJAN_540E288N_S	الفستجان
لنشك	NASHK_580E297N_S	نشك
لرقة	LURQA_017W376N_S	لرقة
حومةالزط	HAWMAZUTT_497E310N_S	حومة الزط
بنهرهلبك	NAHRHULBUK_701E383N_W	نهر هلبك
بقصرقند	QASRQAND_607E262N_S	قصرقند
دندرة	DANDARA_326E261N_S	دندرة
بمهرجانقذق	MIHRJANQADHAQ_475E332N_R	مهرجانقذق
لبندنيجان	BANDANIJAN_454E337N_S	بندنيجان
وبابان	ABAN_552E308N_S	أبان
وسلمك	BAYLAMAK_547E378N_S	بيلمك
لحذة	HADHA_388E254N_S	حذة
وبازاذوار	AZADHWAR_565E366N_S	أزاذوار
لرمادة	RAMADA_276E310N_S	رمادة
بباقوبة	BAQUBA_446E337N_S	بعقوبا
الغربة	GHURRABA_373E313N_S	الغربة
وبديزك	DIZAK_677E400N_S	ديزك
بمزينان	MAZINAN_569E362N_S	مزينان
نهرطالقانروذ	NAHRTALAQANRUDH_501E365N_W	نهر طالقانروذ
وببيار	BIYAR_558E360N_S	بيار
وبالقطقطانة	QUTQUTANA_438E319N_S	القطقطانة
والسويداء	SUWAYDA_390E250N_S	السويداء
بجيرنج	JIRANJ_622E374N_S	جيرنج
منزلابنصدقة	BUNDUQA_319E300N_S	بندقة
بباذ	BADH_520E335N_S	باذ
لحصنبدرة	HISNBADRA_514E333N_S	حصن بدرة
بشمشاط	SHIMSHAT_398E386N_S	شمشاط
سلمية	SALAMIYYA_370E350N_S	سلمية
لفهل	FAHL_356E324N_R	فهل
لقصرايين	QASRAIN_524E308N_S	قصر أعين
وبوخش	WAKHSH_687E377N_R	وخش
لالحنفس	KHANFAS_407E314N_S	الخنفس
لبلخاب	BALKHAB_478E393N_S	بلخاب
ببحيرةزره	BUHAYRAZARAH_612E314N_W	بحيرة زره
برباطابشتران	RIBATABSHUTURAN_559E332N_S	رباط آب شتران
كرب	KARB_542E282N_S	كرب
قنطرةاندامش	DIZ_484E329N_S	الدز
لتوزر	TAWZIR_081E339N_S	توزر
وبصاهه	SAHIH_601E361N_S	صاهه
بواديسفدد	WADISAFDAD_057W349N_W	وادي سفدد
لذوجرة	DHUJURRA_446E154N_R	ذو جرة
وبسرورير	SARWISTAN_524E314N_S	سرويستان
وبليزان	ABKHAN_483E408N_S	الأبخان
طرابلس	ATRABULUS_131E328N_S,ATRABULUS_358E344N_S	أطرابلس : أطرابلس
وبفارس	Fars_RE	فارس
وبالهند	HIND_717E255N_R	الهند
بقبرالعدادي	BITAN_432E287N_S	بطان
وبسنبيل	SANBIL_501E307N_S	سنبيل
وبالقاء	QA_436E297N_S,QA_653E363N_S	القاء : القاء
لقنووان	QANUWAN_506E332N_S	قنووان
السنطة	SANTA_334E194N_S	السنطة
وببكراباذ	BAKRABADH_658E315N_S	بكراباذ
وخير	KHAYAR_539E292N_S	خيار
بندنيجان	BANDANIJAN_454E337N_S	بندنيجان
وسجستان	Sijistan_RE	سجستان
وقدس	QADAS_354E331N_S	قدس
قومس	QUMIS_541E361N_R	قومس
وبالخرج	KHARJ_472E237N_R	الخرج
بجبلجليل	JABALJALIL_363E348N_O	جبل جليل
وباوفة	AWBA_631E344N_S	أوبة
وجزيرةابنعمر	JAZIRAIBNUMAR_421E372N_S	جزيرة إبن عمر
وكلابة	KILABA_360E275N_S	كلابة
رباططغان	RIBATTUGHAN_628E401N_S	رباط طغان
وارجيش	ARJISH_433E390N_S	أرجيش
ومحلةالكبيرة	MAHALLAKABIRA_311E309N_S	محلة الكبيرة
لالطواويس	TAWAWIS_647E400N_S	الطواويس
والفيوم	FAYYUM_306E294N_S,FAYYUM_308E293N_R	الفيوم : الفيوم
لوهران	WAHRAN_006W357N_S	وهران
ببالش	BALISH_676E296N_R	بالش
وببغراس	BAGHRAS_362E364N_S	بغراس
لرحابة	RUHABA_442E154N_R	رحابة
لبندنيجين	BANDANIJAN_454E337N_S	بندنيجان
عينشمس	AYNSHAMS_313E301N_S	عين شمس
لخلار	KHULLAR_521E299N_S	خلار
لسميرم	SUMAYRAM_518E313N_S	سميرم
ايلة	AYLA_349E295N_S	أيلة
وبسنكان	SANKAN_594E350N_S	سنكان
لنوبندجان	NUBANDAJAN_515E301N_S	نوبندجان
وبكواخرز	MALIN_602E349N_S	مالن
دسكرة	DASKARA_449E339N_S	دسكرة
ولواليز	WARWALIJ_688E367N_S	ورواليج
وببحيرةالصغر	BUHAYRAMUNTINA_354E313N_W	بحيرة المنتنة
ببيرا	BIRA_398E356N_S	بيرا
لالقري	QURA_495E269N_S	القرى
بارسك	BARISK_582E314N_S	بارسك
والطواويس	TAWAWIS_647E400N_S	الطواويس
وواديسحول	WADISUHUL_440E142N_W	وادي سحول
بينابيذ	YUNABIDH_586E342N_S	ينابيذ
لجبلالفضة	JABALFIDDA_614E353N_S,KUHSIM_705E411N_O	جبل الفضة : كوه سيم
مورور	MAWRUR_054W371N_S	مورور
بجزه	JIZAH_623E319N_S	جزه
وبمرجهينة	MARJJUHAYNA_432E361N_S	مرج جهينة
طلبان	TABAN_407E361N_S	طابان
لقديد	KHAYM_395E223N_S	الخيم
لالشراك	SHIRAK_305E309N_R	الشراك
وبالمسلح	MISLAH_407E224N_S	المسلح
لبدر	BADR_388E237N_S,BADR_447E138N_R	بدر : بدر
اغماتويلا	AYLAN_076W314N_S	أيلان
وبندنيجين	BANDANIJAN_454E337N_S	بندنيجان
وببوصيرالاشمونين	BUSIR_311E292N_S	بوصير
جرموة	JARMWA_547E286N_S	جرموة
كوسري	KUSUWI_611E346N_S	كوسوي
ودنشال	DANSHAL_305E309N_S	دنشال
بقلعةابوثور	QALAABUTHAWR_139E378N_S	قلعة أبو ثور
وبدهلك	DAHLAK_400E156N_R	دهلك
لالمعدن	MADAN_091W386N_S	المعدن
لرشيد	RASHID_303E314N_S	رشيد
بشري	BISHSHARA_088E338N_S,BISHSHARA_088E338N_S	بشرى : بشرى
بجبلالفضة	JABALFIDDA_614E353N_S,KUHSIM_705E411N_O	جبل الفضة : كوه سيم
وجرجانيةالصغري	JURJANIYYASUGHRA_593E422N_S	جرجانية الصغرى
بنستراوة	NASTARAWA_307E314N_S	نستراوة
وليزان	ABKHAN_483E408N_S	الأبخان
طبسالعناب	TABASMASINAN_602E328N_S	طبس مسينان
وبيزدود	AZDUD_346E317N_S	أزدود
الارنط	URUNT_364E359N_W	الأرنط
لفاز	FAZ_622E373N_S	فاز
وبحيس	HAYS_434E139N_S	حيس
وبتنينير	TUNANIR_408E363N_S	تنانير
لجارباية	JARBAYA_696E353N_S	جارباية
فاز	FAZ_622E373N_S	فاز
وبورواليج	WARWALIJ_688E367N_S	ورواليج
وبسابرخست	SABURKHAST_461E369N_S	سابرخست
السودان	SUDAN_328E189N_R	السودان
وهجروبدر	HUJRWA-BADR_445E139N_R	هجر وبدر
بزوزن	ZUZAN_598E343N_S	زوزن
بقنبلي	QANBALI_665E254N_S,QANBALI_665E254N_S	قنبلي : قنبلي
اسداباذ	ASADABADH_481E348N_S,ASADABADH_564E363N_S,ASADABADH_626E362N_S	أسداباذ : أسداباذ : أسداباذ
الازرق	AZRAQ_368E318N_S	الأزرق
لسياهجرد	SHAWKARD_670E370N_S	شوكرد
بمهروان	MIHRAWAN_536E366N_S	مهروان
درزينك	DARZINAK_567E343N_S	درزينك
بنهرسابور	NAHRSABUR_514E296N_W	نهر سابور
وببارسيان	BARISIYAN_487E352N_S	بارسيان
جيرفت	JIRUFT_578E286N_S	جيرفت
بكنباية	KANBAYA_725E223N_S	كنباية
ورباطافراوة	RIBATAFRAWA_562E389N_S	رباط أفراوة
نهرثرثار	NAHRTHARTHAR_430E350N_W	نهر ثرثار
بترشيز	TURTHITH_584E351N_S	طرثيث
لالمءدة	MAIDA_068W406N_S	المئدة
وبقالري	QALLARI_688E264N_S	قالري
ملحان	MILHAN_434E153N_R	ملحان
اصطخر	ISTAKHR_529E299N_S	إصطخر
ونهرمشرقان	NAHRMASHRUQAN_490E317N_W	نهر مشرقان
وبجزيرةبنوكاوان	JAZIRALAFT_558E267N_R	جزيرة لفت
وجسرصرصر	SARSAR_443E331N_S	صرصر
رحبة	RUHBA_364E276N_R	رحبة
لالصافية	SAFIYYA_306E310N_S	الصافية
لسورو	SURU_562E271N_S	سورو
لفاو	FAW_316E266N_S	فاو
بالمليداس	MALIDAS_303E312N_R	المليداس
بشورمين	SHURMIN_635E347N_S	شورمين
وبكوكور	KUKUR_588E326N_S	كوكور
وسليمة	SULAYMA_473E241N_S	سليمة
والبشرود	BASHARUD_312E312N_R	البشرود
لبناتحرب	BANATJARM_427E192N_O	بنات جرم
لخلاط	AKHLAT_425E387N_S	أخلاط
ومرججهينة	MARJJUHAYNA_432E361N_S	مرج جهينة
وحران	HARRAN_390E368N_S	حران
ومرسيالدجاج	MARSADAJJAJ_035E367N_S	مرسى الدجاج
وبنهرقرطوبة	NAHRQURTUBA_051W377N_W	نهر قرطوبة
لفحصالبلوط	FAHSBALLUT_048W386N_R	فحص البلوط
واقور	Aqur_RE	الجزيرة
وباب	BAB_711E408N_S	باب
ليران	ABKHAN_483E408N_S	الأبخان
باسبيذ	ISBIDH_599E299N_S	إسبيذ
ببءرالحسين	BIRHUSAYN_679E402N_S	بئر الحسين
كسب	KAHDA_520E353N_S	كهدة
باردخيوه	ARDAKHIWAH_602E421N_S	أردخيوه
لكرجابودلف	KARAJ_495E338N_S	الكرج
لبياس	BAYYAS_362E367N_S	بياس
وخيوه	KHIWAH_603E413N_S	خيوه
لنهرالبليخ	NAHRBALIKH_390E361N_W	نهر البليخ
وركوة	ARKU_072E360N_S	أركو
وقباذيان	QUBADHIYAN_681E372N_S	قباذيان
وبقيسارية	QAYSARIYYA_354E387N_S,QAYSARIYYA_348E324N_S	قيسارية : قيسرية
والغور	GHAWR_354E318N_R	الغور
وجنبذملغان	JUNBADHMALLAGHAN_508E302N_S	جنبذ ملغان
شرورة	SHARURA_434E178N_S	شرورة
وبنابلس	NABULUS_352E322N_S	نابلس
لبيابشوراب	BIYABSHURAB_526E286N_S	بيابشوراب
بالورادة	WARRADA_335E310N_S	الورادة
بقو	QAW_314E269N_S	قو
والسرين	SIRRAYN_407E198N_S	السرين
لتندة	TANDA_307E277N_S	تندة
وبحضور	HADUR_437E155N_R	حضور
وبسينيز	SINIZ_502E299N_S	سينيز
فروان	BARWAN_692E351N_S	بروان
السيب	SIB_448E329N_S	السيب
وبالخفية	KHAFIYYA_396E319N_S	الخفية
هراة	HARA_544E301N_S,HARA_621E343N_S	هراة : هراة
برديج	BARDAJ_475E402N_S	برداج
وبخلار	KHULLAR_521E299N_S	خلار
لقصورحسان	QUSURHASSAN_158E312N_S	قصور حسان
لنوجكث	NUJAKATH_677E399N_S	نوجكث
سالوس	SHALUS_514E366N_S	شالوس
للهج	LAHJ_448E130N_S	لحج
نويكث	NAWIKATH_758E430N_S	نويكث
وبشورروذ	SHURIRUDH_577E312N_S	شورروذ
لسابورخواشت	SABURKHASHT_483E334N_S	سابورخاشت
وبجرج	KURK_584E288N_S	كرك
وبالسرو	SARW_455E139N_R	السرو
لدوفانة	DUFANA_066E354N_S	دوفانة
ببيغو	BAYGHU_042W374N_S	بيغو
حجرصالح	HIJRSALIH_379E268N_S	حجر صالح
وبجسركوثي	JISRKUTHA_443E328N_S	جسر كوثى
زوزن	ZUZAN_598E343N_S	زوزن
وبارماءيل	ARMABIL_663E262N_S	أرمابيل
لبسفرجان	BUSFURJAN_456E395N_R	بسفرجان
لخيرلم	KHAYLAM_709E411N_S	خيلام
وبجيلان	JIL_496E371N_R	جيلان
لقو	QAW_314E269N_S	قو
والطزر	TAZAR_464E341N_S	الطزر
ونهرمهران	NAHRMIHRAN_682E271N_W,NAHRMIHRAN_700E285N_W,NAHRMIHRAN_712E321N_W	نهر مهران : نهر مهران : نهر مهران
لالاسفزار	ASFUZAR_621E332N_S	الأسفزار
بواديايناون	WADIINAWAN_043W342N_W	وادي إيناون
وبالطرف	TARAFA_400E245N_S	الطرفة
وباسنا	ASNA_325E253N_S	أسنا
بسوس	SUS_482E322N_S	سوس
باقور	Aqur_RE	الجزيرة
لكيز	KIJ_630E260N_S	كيج
خيوه	KHIWAH_603E413N_S	خيوه
بتيجس	TIJIS_068E360N_S	تيجس
ونمالتة	NAMALATA_046W341N_S	نمالتة
لعرجموش	ARJAMUSH_358E338N_S	عرجموش
والدثينة	DATHINA_419E232N_S	الدثينة
كند	KAND_705E402N_S	كند
بمنازجرد	MALAZKIRD_425E391N_S	ملازكرد
وكوشير	BARDASIR_571E303N_S	بردسير
والخزر	KHAZAR_475E474N_R	الخزر
وبشطنوف	SHATNUF_310E302N_S	شطنوف
بدمما	DIMIMMA_437E333N_S	دمما
وبمشكي	MASHKA_639E274N_S,MASHKA_639E274N_S	مشكى : مشكى
وبثمانين	THAMANIN_426E373N_S	ثمانين
لجبللبنان	JABALLUBNAN_359E341N_O	جبل لبنان
بواديالعقيق	WADIAQIQ_402E241N_W	وادي العقيق
وبالكرك	KARAK_356E311N_S	كرك
بهوزان	HAWZAN_435E150N_R	هوزان
لاطرابلس	ATRABULUS_131E328N_S,ATRABULUS_358E344N_S	أطرابلس : أطرابلس
وجزيرةبنوكاوان	JAZIRALAFT_558E267N_R	جزيرة لفت
وبعقدة	UQDA_536E324N_S	عقدة
باسيوط	ASYUT_311E271N_S	أسيوط
لمزدوران	MAZDURAN_605E361N_S	مزدوران
وارجكوك	ARJIKUK_014W352N_S	أرجكوك
الجنادل	JANADIL_302E196N_O,JANADIL_329E240N_O	الجنادل : الجنادل
باستارباذ	ASTARABADH_544E367N_S	أستارباذ
نهرفارغر	NAHRFARGHAR_695E374N_W	نهر فارغر
منك	MUNK_696E383N_S	منك
وبنجر	BANJAHIR_698E355N_S	بنجهير
وبخواف	KHAWAF_600E345N_R	خواف
بطخارستان	TUKHARISTAN_686E360N_R	طخارستان
المجاك	MAJAK_673E298N_S	المجاك
بقلعةابنعمارة	HISNIBNUMARA_549E265N_S	حصن إبن عمارة
وعشم	ASHAM_412E198N_R	عشم
لمستنج	MASTANJ_668E297N_S	مستنج
لالصوار	SUWWAR_406E354N_S	الصوار
وبقاليقلا	QALIQALA_412E399N_S	قاليقلا
وظبا	DABBA_357E273N_S	ضبا
وبردسير	BARDASIR_571E303N_S	بردسير
لبلدالنوبة	BALADNUBA_316E197N_R	بلد النوبة
وقربيت	QURBAYT_316E307N_R	قربيت
لفيشابور	FAYSHABUR_424E370N_S	فيشابور
لدربند	BABABWAB_483E420N_S	باب الأبواب
وبقرعاء	QARA_438E308N_S	قرعاء
وعكبرا	UKBARA_442E338N_S	عكبرا
قصربنونازع	QASRIBNNAZI_403E374N_S	قصر إبن نازع
واوغ	UGH_698E339N_S	أوغ
لنهرسندروذ	NAHRSINDARUDH_736E301N_W	نهر سندروذ
وبفيروزقند	FIRUZQAND_646E315N_S	فيروزقند
وبلبلة	LABLA_066W373N_S	لبلة
ومسروقان	NAHRMASHRUQAN_490E317N_W	نهر مشرقان
بالسدرة	SIDRA_662E368N_S	السدرة
وفكان	FAKKAN_000E352N_S	فكان
خوبذان	KHAWADHAN_515E302N_S	خواذان
لقمودة	QAMUDA_091E351N_R	قمودة
والمسكيانة	MISKYANA_077E356N_S	المسكيانة
والزرينروذ	NAHRZANDARUDH_519E324N_W	نهر زندروذ
وراءن	RAIN_574E296N_S	رائن
وريكة	WARIKA_076W314N_S	وريكة
لالدور	DUR_438E344N_S	الدور
بربنجن	RABINJAN_663E398N_S	ربنجن
بنهرالنهروان	NAHRNAHRAWAN_449E330N_W	نهر النهروان
وقرن	QARN_402E214N_S	قرن
لالشحاجية	SHAHHAJIYYA_429E362N_S	الشحاجية
الغندجان	GHUNDIJAN_512E292N_S	الغندجان
الجحشية	JAHSHIYYA_404E366N_S	الجحشية
لخنداب	KHUNDAB_492E344N_S	خنداب
اركو	ARKU_072E360N_S	أركو
وبالخولان	KHAWLAN_446E152N_R	الخولان
بالقمرطي	QAMARTI_404E348N_S	القمرطي
وبارجدونة	ARJIDUNA_044W370N_S	أرجدونة
صاباط	SABAT_687E399N_S	صاباط
لذاتالحمام	DHATHUMAM_293E308N_S	ذات الحمام
وجبغوكث	JABGHUKATH_695E413N_S	جبغوكث
لبارما	BARIMMA_435E350N_S	بارما
وبطورسيناء	TURSINA_339E283N_O	طور سيناء
وتلحوم	TALLHUM_397E381N_S	تل حوم
وببردسير	BARDASIR_571E303N_S	بردسير
سيراف	SIRAF_523E276N_S	سيراف
لصيداء	SAYDA_353E335N_S	صيداء
لركان	RAKAN_527E297N_S	ركان
وبارزن	ARZAN_416E379N_S	أرزن
وببوتيج	BUTIJ_312E271N_S	بوتيج
وبتوج!	TAWWAZ_510E294N_S,TAWWAZ_511E294N_S	توز : توز
لميلة	MILA_525E364N_S	ميلة
بجبحماد	JUBBHAMMAD_632E385N_S	جب حماد
ببندم	MANDAM_488E310N_S	مندم
لنهرالرس	NAHRRASS_448E397N_W	نهر الرس
ولاوكند	LAWAKAND_690E379N_S	لاوكند
وشابور	SHABUR_307E308N_S	شابور
لكفرطاب	KAFARTAB_366E355N_S	كفرطاب
ببحيرةالبختكان	BUHAYRABAKHTIKAN_539E293N_W	بحيرة البختكان
خور	KHUR_584E329N_S	خور
وبالارنط	URUNT_364E359N_W	الأرنط
لجلولا	JALULA_451E341N_S	جلولا
وفاراب	FARAB_682E427N_R	فاراب
لششتر	TUSTAR_488E320N_S	تستر
قرطسا	QARTASA_304E310N_S	قرطسا
بايوانة	AYWANA_442E338N_S	أيوانة
لجرندة	JIRUNDA_028E419N_S	جرندة
بصربط	WADISARBAT_414E380N_W	وادي صربط
وباللور	LUR_483E325N_R	اللور
لبستداران	BUSTADARAN_568E341N_S	بستداران
وراسالكلب	RASKALB_530E353N_S	رأس الكلب
وبقلعةالبلوط	QALABALLUT_132E375N_S	قلعة البلوط
بتعاسر	TAASIR_353E323N_S	تعاسر
وبزرند	ZARAND_565E308N_S	زرند
وببيروزاباذ	JUR_525E288N_S	جور
لالبيرة	LIBIRA_036W372N_S	إلبيرة
جلبيجان	JARBADHAQAN_502E333N_S	جرباذقان
بمغكان	MAGHKAN_641E398N_S	مغكان
رمطة	RAMTA_154E381N_S	رمطة
باخر	AKHUR_557E391N_S	آخر
بنهرانديجاراغ	NAHRANDIJARAGH_690E375N_W	نهر أنديجاراغ
لمليج	MALIJ_310E305N_S	مليج
وباسيان	BASIYAN_487E306N_S	باسيان
ونهركوثي	NAHRKUTHA_447E327N_W	نهر كوثى
ببناكث	BANAKATH_688E407N_S	بناكث
ونستراو	NASTARAWA_307E314N_S	نستراوة
بميمذ	MAYMADH_470E385N_R	ميمذ
عجرود	AJARUD_323E300N_S	عجرود
وببهمناباذ	BAHMANABADH_568E363N_S	بهمناباذ
ومور	MAWR_428E157N_S	مور
وخرنجوان	KHARANJAWAN_745E428N_S	خرنجوان
لكبان	KUBAN_328E231N_S	كبان
وقنبلي	QANBALI_665E254N_S,QANBALI_665E254N_S	قنبلي : قنبلي
لفيشة	FISHA_304E311N_S	فيشة
بجرجير	JURJIR_321E309N_S	جرجير
بالارثانية	ARTHA_422E557N_R	الأرثا
وبقاراجون	QARAJUN_644E395N_S	قاراجون
لشمكور	SHAMKUR_460E409N_S	شمكور
والمرج	MARJ_462E343N_S	المرج
وبرحبة	RUHBA_364E276N_R	رحبة
لزم	ZAMM_651E378N_S	زم
وبيتالمقدس	BAYTMAQDIS_352E317N_S	بيت المقدس
دمقلة	DUNQALA_307E180N_S	دنقلة
لقرح	QURH_379E265N_S	قرح
بديرالعاقول	DAYRAQUL_449E329N_S	دير العاقول
لجوبر	JAWBAR_363E335N_S	جوبر
ومطماطة	MATMATA_045W341N_S,MATMATA_019E359N_R	مطماطة : مطماطة
رشيد	RASHID_303E314N_S	رشيد
وبحصنبرزوية	HISNBARZUYA_362E356N_S	حصن برزوية
لغافق	GHAFIQ_050W386N_S	غافق
رباطعبدالله	RIBATABDALLAH_639E313N_S	رباط عبد الله
والمذيخرة	MUDHAYKHIRA_439E137N_S	المذيخرة
وبارسبانيكث	ARSUBANIKATH_696E399N_S	أرسبانيكث
لواديالخارد	WADIKHARID_444E159N_W	وادي الخارد
وبكلسارة	KULSARA_470E373N_S	كلسارة
وبالميزن	MIJAN_577E284N_S	الميجن
لكرم	KURM_536E290N_S	كرم
وبسمنود	SAMANNUD_312E309N_R	سمنود
وقنوج	QANNAWJ_800E271N_S	قنوج
وبسوقالاهواز	AHWAZ_486E313N_S	الأهواز
